City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,khandbari,27.3747,87.2039,11.86,78,67,0.81,NP,1675717799
298,asamankese,5.8601,-0.6635,25.81,84,62,3.6,GH,1675717800
299,chancay,-11.5714,-77.2672,24.4,75,35,3.22,PE,1675717800
300,tena,-0.9833,-77.8167,27.09,68,47,1.9,EC,1675717801
301,manali,13.1667,80.2667,24.05,79,4,1.27,IN,1675717801
302,klaksvik,62.2266,-6.589,6.51,70,100,13.52,FO,1675717555
303,xacmaz,41.4635,48.806,4.16,88,100,1.43,AZ,1675717801
304,oshawa,43.9001,-78.8496,-0.05,68,7,0.45,CA,1675717768
305,sinnamary,5.3833,-52.95,24.94,88,73,5.85,GF,1675717802
306,kampong thum,12.7111,104.8887,23.97,74,41,3.47,KH,1675717657
307,richards bay,-28.783,32.0377,22.63,92,0,1.49,ZA,1675717802
308,farkhor,37.4922,69.4036,6.18,72,22,2.75,TJ,1675717764
309,smithers,54.7804,-127.1743,1.84,97,97,0.41,CA,1675717803
310,kaitangata,-46.2817,169.8464,19.66,48,13,4.49,NZ,1675717803
311,koumac,-20.5667,164.2833,28.15,77,98,1.46,NC,1675717804
312,shakhtinsk,49.71,72.5872,-10.64,97,94,2.92,KZ,1675717804
313,rudbar,30.15,62.6,14.15,22,27,3.93,AF,1675717805
314,sherbakul,54.6316,72.3963,-22.05,100,100,1.95,RU,1675717805
315,university park,25.7465,-80.3676,26.11,69,75,6.69,US,1675717806
316,banjar,-8.19,114.9675,24.39,90,100,1.65,ID,1675717806
317,alexandria,31.2156,29.9553,12.84,58,93,8.95,EG,1675717807
318,imeni poliny osipenko,52.4201,136.4853,-27.16,100,100,0.68,RU,1675717807
319,phalombe,-15.8064,35.6507,19.0,96,100,0.19,MW,1675717807
320,lavrentiya,65.5833,-171.0,-26.33,89,100,1.88,RU,1675717532
321,east millcreek,40.7,-111.8105,2.99,84,75,4.12,US,1675717629
322,provideniya,64.3833,-173.3,-17.94,71,40,1.0,RU,1675717808
323,iqaluit,63.7506,-68.5145,-35.48,93,89,3.39,CA,1675717601
324,fenoarivo,-18.933,47.4354,19.04,100,75,3.6,MG,1675717809
325,karratha,-20.7377,116.8463,29.59,66,3,1.64,AU,1675717809
326,tromso,69.6496,18.957,5.21,87,75,9.26,NO,1675717810
327,ratnagiri,16.9833,73.3,21.73,65,27,3.58,IN,1675717810
328,gouyave,12.1646,-61.7296,24.81,79,100,8.12,GD,1675717811
329,khani,41.9563,42.9566,3.76,67,100,2.38,GE,1675717811
330,suntar,62.1444,117.6319,-42.19,100,93,0.7,RU,1675717812
331,kloulklubed,7.0419,134.2556,25.28,76,100,9.14,PW,1675717812
332,benguela,-12.5763,13.4055,24.68,80,89,2.77,AO,1675717812
333,corn island,12.1694,-83.0418,26.2,78,2,8.63,NI,1675717810
334,santa cruz das palmeiras,-21.8269,-47.2486,23.38,90,97,1.17,BR,1675717813
335,saint-paul,-21.0096,55.2707,26.06,80,45,1.22,RE,1675717813
336,yangliuqing,39.1375,116.9997,-6.03,71,1,2.14,CN,1675717814
337,houston,29.7633,-95.3633,24.54,64,40,9.77,US,1675717518
338,arman,59.7,150.1667,-28.85,83,84,3.96,RU,1675717814
339,winslow,35.0242,-110.6974,9.1,31,40,7.72,US,1675717731
340,hirado,33.3597,129.5531,10.29,90,100,6.75,JP,1675717815
341,nizwa,22.9333,57.5333,21.72,42,98,1.72,OM,1675717816
342,hay river,60.8156,-115.7999,-16.45,87,100,3.4,CA,1675717816
343,san joaquin,37.9333,-121.3011,15.74,53,0,5.66,US,1675717817
344,strezhevoy,60.7333,77.5889,-18.47,99,100,0.76,RU,1675717817
345,tabas,33.5959,56.9244,12.5,30,97,2.26,IR,1675717817
346,bubaque,11.2833,-15.8333,24.55,69,4,10.35,GW,1675717818
347,darfield,53.5339,-1.376,4.02,80,29,1.36,GB,1675717818
348,lakhdenpokhya,61.5198,30.1992,-14.9,98,83,1.84,RU,1675717819
349,saint-leu,-21.15,55.2833,25.48,79,41,0.46,RE,1675717819
350,sur,22.5667,59.5289,21.56,64,82,2.36,OM,1675717819
351,bozoum,6.3193,16.3799,23.2,17,24,1.37,CF,1675717820
352,iguape,-24.7081,-47.5553,26.83,79,33,3.71,BR,1675717599
353,clyde river,70.4692,-68.5914,-33.87,68,20,2.06,CA,1675717551
354,kruisfontein,-34.0033,24.7314,22.16,91,84,0.86,ZA,1675717820
355,worland,44.0169,-107.9554,4.25,65,100,2.24,US,1675717821
356,visby,57.6409,18.296,-3.88,93,26,3.09,SE,1675717822
357,maragogi,-9.0122,-35.2225,26.01,74,100,4.09,BR,1675717822
358,banepa,27.6298,85.5214,8.96,87,20,1.03,NP,1675717822
359,jurm,36.8648,70.8342,-4.82,66,96,2.51,AF,1675717823
360,eureka,40.8021,-124.1637,12.89,73,99,1.34,US,1675717823
361,choya,52.0108,86.5467,-11.08,98,97,1.47,RU,1675717824
362,shangrao,28.4532,117.9686,10.82,98,100,1.05,CN,1675717824
363,burnie,-41.0667,145.9167,12.75,79,7,3.63,AU,1675717824
364,rincon,32.296,-81.2354,20.98,33,20,1.54,US,1675717695
365,matara,5.9485,80.5353,24.21,90,100,1.63,LK,1675717825
366,lishan,31.8576,113.2951,7.14,76,66,1.96,CN,1675717825
367,beyneu,45.3167,55.2,1.78,84,100,7.62,KZ,1675717826
368,ukiah,39.1502,-123.2078,13.35,65,0,1.54,US,1675717823
369,santa rosa,14.3122,121.1114,25.05,90,90,2.75,PH,1675717826
370,peniche,39.3558,-9.3811,10.25,88,22,5.02,PT,1675717611
371,lena,43.1,-5.7333,-0.06,94,53,0.94,ES,1675717827
372,inhambane,-23.865,35.3833,24.89,86,100,4.74,MZ,1675717827
373,seminole,28.7086,-81.2081,25.14,48,0,4.12,US,1675717741
374,alta floresta,-9.8756,-56.0861,25.72,92,88,1.52,BR,1675717639
375,tanabe,33.7333,135.3667,8.46,45,100,2.8,JP,1675717828
376,asau,46.4333,26.4,-4.49,94,70,2.16,RO,1675717828
377,santander,43.4647,-3.8044,7.48,81,20,3.09,ES,1675717761
378,novomikhaylovskiy,44.2581,38.8578,-0.18,81,100,14.7,RU,1675717829
379,tafresh,34.692,50.013,0.37,66,98,1.98,IR,1675717829
380,teya,60.3778,92.6267,-25.53,100,100,1.01,RU,1675717830
381,kigali,-1.95,30.0588,18.71,72,40,2.06,RW,1675717830
382,katsuura,35.1333,140.3,9.79,69,100,3.46,JP,1675717830
383,aykhal,66.0,111.5,-36.51,100,99,1.68,RU,1675717831
384,padang,-0.9492,100.3543,25.02,81,100,1.61,ID,1675717831
385,puerto rondon,6.2805,-71.1,33.26,34,99,3.93,CO,1675717832
386,shizukuishi,39.6833,140.9833,-1.11,93,100,1.0,JP,1675717832
387,san pedro,14.35,121.0167,24.62,89,40,1.03,PH,1675717711
388,rundu,-17.9333,19.7667,19.04,95,100,1.07,NA,1675717832
389,yarada,17.65,83.2667,21.18,100,56,1.03,IN,1675717833
390,tautira,-17.7333,-149.15,26.88,75,43,6.68,PF,1675717833
391,namatanai,-3.6667,152.4333,25.99,84,98,1.62,PG,1675717834
392,tynda,55.1667,124.7167,-41.4,98,39,1.3,RU,1675717834
393,tabuk,17.4189,121.4443,20.97,95,74,1.13,PH,1675717834
394,najran,17.4924,44.1277,20.87,54,80,2.94,SA,1675717705
395,bengkulu,-3.8004,102.2655,24.14,84,82,2.7,ID,1675717835
396,mumford,5.2618,-0.759,26.43,88,29,6.29,GH,1675717835
397,kinsale,51.7075,-8.5306,6.65,93,75,1.54,IE,1675717836
398,san cristobal,7.7669,-72.225,26.1,46,68,2.31,VE,1675717836
399,yichang,30.7144,111.2847,8.5,72,74,0.23,CN,1675717838
400,thinadhoo,0.5333,72.9333,27.11,76,100,4.77,MV,1675717838
401,aranos,-24.1333,19.1167,25.71,52,97,3.39,NA,1675717838
402,ketchikan,55.3422,-131.6461,6.26,75,40,2.57,US,1675717839
403,motygino,58.1831,94.7592,-26.12,100,100,0.76,RU,1675717839
404,broome,42.2506,-75.833,1.66,81,100,4.63,US,1675717840
405,roura,4.7263,-52.3274,23.95,94,75,5.66,GF,1675717840
406,nisia floresta,-6.0911,-35.2086,26.45,79,32,4.28,BR,1675717840
407,touros,-5.1989,-35.4608,26.7,78,7,5.77,BR,1675717720
408,durban,-29.8579,31.0292,25.01,88,0,1.34,ZA,1675717557
409,mpanda,-6.3655,31.0409,18.29,95,100,0.77,TZ,1675717841
410,victoria,22.2855,114.1577,20.53,90,99,3.58,HK,1675717841
411,grootfontein,-19.5667,18.1167,17.98,95,99,2.7,NA,1675717842
412,krasnyy chikoy,50.3643,108.7512,-24.66,100,79,0.81,RU,1675717842
413,tongliao,43.6125,122.2653,-11.52,67,77,2.7,CN,1675717842
414,dyersburg,36.0345,-89.3856,19.08,34,0,6.69,US,1675717843
415,bow island,49.8668,-111.3684,4.71,59,4,5.55,CA,1675717843
416,xining,36.6167,101.7667,-4.05,46,100,1.34,CN,1675717843
417,ugoofaaru,5.6667,73.0,26.88,76,100,3.78,MV,1675717844
418,cam ranh,11.9214,109.1591,21.98,88,0,1.54,VN,1675717844
419,balezino,57.9796,53.0106,-23.39,100,78,1.31,RU,1675717844
420,hualmay,-11.0964,-77.6139,24.79,74,52,3.5,PE,1675717845
421,sorland,67.667,12.6934,7.92,90,100,18.87,NO,1675717845
422,susanville,40.4163,-120.653,5.51,60,0,2.57,US,1675717845
423,gizo,-8.103,156.8419,27.25,81,100,5.71,SB,1675717846
424,ucluelet,48.9329,-125.5528,9.17,93,100,1.34,CA,1675717846
425,namibe,-15.1961,12.1522,21.76,77,92,2.14,AO,1675717846
426,acapulco,16.8634,-99.8901,28.9,65,0,6.17,MX,1675717847
427,salinas,36.6777,-121.6555,16.09,56,0,3.6,US,1675717675
428,brzeg,50.8608,17.4674,-4.65,83,9,1.72,PL,1675717847
429,puerto escondido,15.85,-97.0667,28.46,61,40,3.6,MX,1675717847
430,axim,4.8699,-2.2405,26.43,87,98,4.46,GH,1675717848
431,tourlaville,49.6383,-1.5664,5.68,81,0,4.12,FR,1675717848
432,nioro,13.35,-15.75,26.27,18,14,3.66,GM,1675717848
433,malatya,38.5,38.0,-0.97,100,75,1.54,TR,1675717849
434,voh,-20.9667,164.7,27.97,79,100,1.72,NC,1675717677
435,shizuishan,39.2333,106.7694,-3.11,37,0,0.83,CN,1675717849
436,chilca,-12.5211,-76.7372,24.11,76,21,2.79,PE,1675717850
437,kitimat,54.0524,-128.6534,1.21,100,100,1.34,CA,1675717850
438,superior,46.7208,-92.1041,2.26,74,0,5.66,US,1675717669
439,uttaradit,17.6667,100.5,18.9,63,37,0.58,TH,1675717850
440,progreso,21.2833,-89.6667,29.06,67,12,6.12,MX,1675717851
441,mason city,43.1536,-93.201,3.51,83,100,7.2,US,1675717851
442,upington,-28.4478,21.2561,25.09,51,100,3.99,ZA,1675717852
443,rosario,-32.9468,-60.6393,36.08,19,0,0.89,AR,1675717627
444,la rioja,42.25,-2.5,-2.12,85,6,1.5,ES,1675717852
445,nsanje,-16.92,35.262,22.37,96,99,0.76,MW,1675717852
446,samarai,-10.6167,150.6667,25.43,88,100,4.29,PG,1675717658
447,jieshi,22.8134,115.8257,18.31,91,37,1.17,CN,1675717853
448,totness,5.8833,-56.3167,25.74,81,36,5.51,SR,1675717853
449,maniitsoq,65.4167,-52.9,-13.4,83,100,1.67,GL,1675717854
450,koping,59.514,15.9926,0.66,94,23,2.34,SE,1675717854
451,batagay-alyta,67.8006,130.4114,-40.98,96,27,1.99,RU,1675717854
452,karaton,-6.3424,106.1045,23.73,88,100,1.95,ID,1675717854
453,mayumba,-3.432,10.6554,25.74,82,79,0.9,GA,1675717578
454,biharamulo,-2.6319,31.3089,15.58,92,99,2.16,TZ,1675717855
455,mushie,-3.0167,16.9,22.03,93,48,1.61,CD,1675717855
456,dauphin,51.1494,-100.0502,1.81,89,79,5.76,CA,1675717856
457,korla,41.7597,86.1469,-0.05,58,100,1.73,CN,1675717856
458,benghazi,32.1167,20.0667,12.72,60,100,8.41,LY,1675717856
459,nicoya,10.1483,-85.452,32.77,40,6,7.19,CR,1675717857
460,samfya,-11.3649,29.5565,18.37,91,100,2.51,ZM,1675717857
461,porto novo,6.4965,2.6036,27.1,83,100,3.83,BJ,1675717857
462,mahibadhoo,3.7833,72.9667,26.95,75,100,3.33,MV,1675717858
463,dunedin,-45.8742,170.5036,19.22,57,3,2.42,NZ,1675717758
464,abu kamal,34.4506,40.9171,9.98,61,49,9.81,SY,1675717858
465,cotonou,6.3654,2.4183,27.32,85,100,5.52,BJ,1675717860
466,digha,21.6833,87.55,20.38,89,7,3.31,IN,1675717651
467,kupang,-10.1667,123.5833,25.65,84,89,5.05,ID,1675717860
468,tokoroa,-38.2333,175.8667,16.64,82,90,0.89,NZ,1675717861
469,ladario,-19.0047,-57.6017,25.16,94,75,1.54,BR,1675717861
470,port hedland,-20.3167,118.5667,28.03,89,2,2.57,AU,1675717862
471,bintulu,3.1667,113.0333,24.61,89,100,1.53,MY,1675717862
472,alihe,50.5667,123.7167,-27.58,99,30,1.62,CN,1675717862
473,pakxe,15.1167,105.7833,23.94,61,27,1.39,LA,1675717863
474,port-cartier,50.0334,-66.8654,-9.58,76,85,2.3,CA,1675717863
475,kununurra,-15.7667,128.7333,21.99,94,55,0.0,AU,1675717814
476,poso,-1.3959,120.7524,24.15,87,98,1.39,ID,1675717864
477,port lincoln,-34.7333,135.8667,17.23,84,0,6.63,AU,1675717609
478,kota kinabalu,5.9749,116.0724,23.99,88,20,1.54,MY,1675717864
479,akureyri,65.6835,-18.0878,-1.95,84,100,4.56,IS,1675717802
480,presidencia roque saenz pena,-26.7852,-60.4388,39.42,14,1,1.3,AR,1675717865
481,kalmunai,7.4167,81.8167,24.51,87,56,2.91,LK,1675717865
482,hofn,64.2539,-15.2082,2.74,71,40,14.52,IS,1675717866
483,makaleng,-20.9,27.2833,23.85,46,55,3.24,BW,1675717866
484,cayenne,4.9333,-52.3333,24.02,94,75,5.66,GF,1675717593
485,koubia,11.5833,-11.9,24.47,21,99,0.7,GN,1675717867
486,sola,-13.8833,167.55,26.4,72,100,2.37,VU,1675717867
487,deputatskiy,69.3,139.9,-34.37,98,100,1.83,RU,1675717867
488,nome,64.5011,-165.4064,-13.96,66,0,4.12,US,1675717588
489,saldanha,-33.0117,17.9442,18.83,97,69,7.53,ZA,1675717868
490,belaya gora,68.5333,146.4167,-31.15,99,100,1.03,RU,1675717868
491,taoru,28.2167,76.95,16.81,56,0,2.56,IN,1675717869
492,mayo,38.8876,-76.5119,10.22,54,100,7.2,US,1675717869
493,diamantino,-14.4086,-56.4461,24.98,84,98,2.19,BR,1675717869
494,elbistan,38.2059,37.1983,-3.27,95,97,0.6,TR,1675717870
495,wodonga,-36.1167,146.8833,19.42,100,0,1.71,AU,1675717870
496,srivardhan,18.0333,73.0167,21.46,66,0,4.0,IN,1675717871
497,sao filipe,14.8961,-24.4956,20.59,61,8,7.46,CV,1675717763
498,baykit,61.67,96.37,-27.17,100,95,1.24,RU,1675717871
499,parnu-jaagupi,58.6105,24.5069,-1.83,96,95,1.28,EE,1675717871
500,roma,43.2128,-75.4557,1.95,70,100,4.63,US,1675717684
501,marfino,55.7028,37.3822,-5.05,79,100,2.0,RU,1675717872
502,wattegama,6.7989,81.4808,22.14,95,67,2.31,LK,1675717872
503,gaoyou,32.7858,119.4278,6.8,91,100,3.96,CN,1675717873
504,santa fe,-31.6333,-60.7,36.66,24,4,1.79,AR,1675717745
505,buraydah,26.326,43.975,17.31,36,100,3.54,SA,1675717873
506,tchibanga,-2.85,11.0333,21.95,96,62,1.45,GA,1675717874
507,rochester,43.1548,-77.6156,-0.15,76,100,3.09,US,1675717874
508,newport,51.5877,-2.9984,5.38,90,27,1.21,GB,1675717875
509,olafsvik,64.8945,-23.7142,-0.59,63,100,17.92,IS,1675717875
510,brownsville,25.9018,-97.4975,27.27,70,100,9.77,US,1675717772
511,zavyalovo,54.5053,82.4484,-8.27,95,100,3.95,RU,1675717876
512,svetlyy,54.675,20.1347,2.03,86,76,3.7,RU,1675717876
513,uaua,-9.8414,-39.4817,26.88,60,76,8.47,BR,1675717715
514,liverpool,53.4106,-2.9779,4.68,83,0,0.0,GB,1675717876
515,lazaro cardenas,17.9583,-102.2,28.04,58,0,4.89,MX,1675717877
516,zenzeli,45.9241,47.0474,-3.25,80,100,8.08,RU,1675717877
517,soyo,-6.1349,12.3689,26.7,82,67,2.64,AO,1675717665
518,lake cowichan,48.825,-124.0546,8.36,97,100,1.91,CA,1675717878
519,bathsheba,13.2167,-59.5167,27.34,65,20,8.23,BB,1675717878
520,tabou,4.423,-7.3528,26.22,82,100,3.78,CI,1675717879
521,berwick,41.0545,-76.2333,5.06,72,71,0.89,US,1675717879
522,hobyo,5.3505,48.5268,24.7,80,70,7.94,SO,1675717880
523,yulara,-25.2406,130.9889,22.15,24,0,3.15,AU,1675717727
524,amapa,1.0,-52.0,24.19,97,96,1.65,BR,1675717880
525,ossora,59.2353,163.0719,-26.45,92,100,2.19,RU,1675717881
526,waiouru,-39.4833,175.6667,15.83,60,2,1.84,NZ,1675717881
527,tindwari,25.6167,80.5333,16.36,46,0,1.65,IN,1675717645
528,kenai,60.5544,-151.2583,-1.06,93,100,4.63,US,1675717882
529,auki,-8.7676,160.7034,25.47,86,100,2.16,SB,1675717882
530,nilokheri,29.8333,76.9167,13.55,57,1,0.7,IN,1675717882
531,meadow lake,34.8014,-106.5436,12.56,27,46,9.45,US,1675717884
532,rozkishne,48.5074,39.3004,-7.21,79,100,5.55,UA,1675717884
533,selkirk,50.1436,-96.8845,0.04,95,100,5.12,CA,1675717885
534,margate,51.3813,1.3862,6.06,91,5,0.89,GB,1675717672
535,san quintin,30.4833,-115.95,16.24,55,15,7.52,MX,1675717885
536,josanicka banja,43.3895,20.7503,-5.39,96,84,1.23,RS,1675717886
537,eyl,7.9803,49.8164,23.6,77,17,6.66,SO,1675717886
538,merritt island,28.5392,-80.672,22.34,60,0,7.2,US,1675717660
539,seddon,-37.8068,144.8916,17.6,77,100,3.09,AU,1675717886
540,kitgum,3.2783,32.8867,24.1,39,18,1.45,UG,1675717777
541,tranby,59.8167,10.25,-0.34,95,100,1.15,NO,1675717887
542,jega,12.2175,4.3792,28.58,15,100,4.97,NG,1675717887
543,mujiayingzi,42.1167,118.7833,-7.13,47,98,1.03,CN,1675717888
544,moron,-34.6534,-58.6198,33.85,37,0,3.46,AR,1675717888
545,tazovskiy,67.4667,78.7,-24.75,100,98,1.63,RU,1675717888
546,kolyvan,55.3053,82.7391,-10.21,97,100,0.94,RU,1675717889
547,san luis rio colorado,32.4631,-114.7767,21.41,16,0,9.24,MX,1675717889
548,nairobi,-1.2833,36.8167,17.3,56,46,3.74,KE,1675717889
549,wanning,18.8003,110.3967,21.75,92,26,1.34,CN,1675717684
550,leningradskiy,69.3833,178.4167,-34.55,98,98,3.62,RU,1675717890
551,dobrokoz,46.4218,18.2395,-3.55,63,0,1.89,HU,1675717890
552,longido,-2.7333,36.6833,20.21,49,99,3.28,TZ,1675717891
553,yasothon,15.75,104.1333,26.69,53,28,2.47,TH,1675717891
554,el tigre,8.8875,-64.2454,30.26,38,97,5.0,VE,1675717891
555,mocajuba,-2.5842,-49.5072,25.71,92,88,1.09,BR,1675717892
556,port hardy,50.6996,-127.4199,7.15,96,100,9.71,CA,1675717618
557,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,72,75,4.0,RU,1675717892
558,finnsnes,69.2296,17.9811,7.34,100,100,4.32,NO,1675717893
559,cascais,38.6979,-9.4215,12.19,76,54,6.26,PT,1675717893
560,bokhan,53.153,103.7714,-24.55,100,100,0.89,RU,1675717893
561,seabra,-12.4186,-41.7703,23.23,56,35,2.96,BR,1675717894
562,yerbogachen,61.2767,108.0108,-24.7,99,97,1.23,RU,1675717894
563,ceres,37.5949,-120.9577,14.43,59,0,6.17,US,1675717894
564,tommot,58.9564,126.2925,-46.77,99,91,0.26,RU,1675717895
565,premia de mar,41.4921,2.3652,11.84,54,35,7.6,ES,1675717781
566,north bend,43.4065,-124.2243,12.31,71,100,1.54,US,1675717895
567,teknaf,20.8624,92.3058,16.99,60,15,3.41,BD,1675717625
568,karatuzskoye,53.6072,92.8667,-25.63,100,100,0.43,RU,1675717896
569,sao felix do xingu,-6.6447,-51.995,28.07,74,58,0.92,BR,1675717896
570,indre arna,60.4247,5.4764,6.12,76,100,2.3,NO,1675717897
571,hisar,29.1667,75.7167,15.06,45,0,2.33,IN,1675717897
572,maputo,-25.9653,32.5892,22.71,93,12,3.48,MZ,1675717824
573,madingou,-4.1536,13.55,22.51,89,90,0.77,CG,1675717897
574,panguna,-6.3164,155.4848,20.66,95,100,0.91,PG,1675717898
575,placido de castro,-10.3353,-67.1856,23.41,95,100,0.17,BR,1675717898
576,kaoma,-14.7833,24.8,18.58,98,100,1.7,ZM,1675717898
577,tecoanapa,16.5167,-98.75,29.11,55,1,3.82,MX,1675717899
578,kaeo,-35.1,173.7833,21.85,85,22,1.65,NZ,1675717899
579,mitu,1.1983,-70.1733,28.54,69,61,0.64,CO,1675717900
580,svetlogorsk,52.6333,29.7333,-3.69,96,100,2.92,BY,1675717900
581,tucuman,-26.8241,-65.2226,34.74,28,1,1.63,AR,1675717659
582,bairiki,1.3292,172.9752,29.0,74,75,5.66,KI,1675717900
583,lokomotivnyy,53.0118,60.5684,-13.87,96,100,2.11,RU,1675717901
584,urumqi,43.801,87.6005,-8.47,93,100,1.0,CN,1675717901
585,canutama,-6.5339,-64.3831,26.78,92,98,1.28,BR,1675717715
586,morristown,36.214,-83.2949,14.65,35,0,1.54,US,1675717613
587,mitsamiouli,-11.3847,43.2844,27.36,80,99,4.81,KM,1675717902
588,hervey bay,-25.2986,152.8535,25.08,68,43,8.2,AU,1675717902
589,westport,41.1415,-73.3579,9.38,59,0,9.77,US,1675717902
590,ambilobe,-13.2,49.05,22.39,97,100,0.83,MG,1675717903
591,general roca,-39.0333,-67.5833,35.35,19,33,1.6,AR,1675717903
592,moerai,-22.4333,-151.3333,26.36,76,94,4.6,PF,1675717903
593,kostomuksha,64.571,30.5767,-9.6,91,100,3.23,RU,1675717904
594,novyy urgal,51.0736,132.5642,-28.06,100,98,0.8,RU,1675717904
595,havre-saint-pierre,50.2334,-63.5986,-13.73,81,36,1.79,CA,1675717904
